dataset_doi	dataset_key	dataset_title	dataset_citation	number_records
10.15468/2pbhz4	c3710778-6492-4094-b7a6-9d63a76e133a	Faune Occitanie : Saisie naturaliste opportuniste-Données opportunistes OISEAUX de Faune-Occitanie		10636
10.15468/vn42mk	29cd9f29-7c76-4e6b-a8b8-78d91eaf49bf	Dreal Occitanie- Base Biodiv SINP - Données faune pour le rapportage européen DHFF-DO 2018		10312
10.15468/rzag5m	4b15eab0-67e6-42c6-bc1a-9bb44354d837	Estonian Ornithological Society (BirdLife Estonia)		10159
10.15468/ry4ux6	282d0ccb-4fa0-40f9-8593-105c77e88417	Southern African Bird Atlas Project	South African National Biodiversity Institute. Southern African Bird Atlas Project. Occurrence Dataset https://doi.org/10.15468/ry4ux6 accessed via GBIF.org on 2018-03-06.	7555
10.15468/nqx5dj	6c8d87be-829d-4364-b2bc-578258761cc2	INPA - Observations	Israel Nature and Parks Authority (published by BioGIS)	7455
10.15468/yf8wjf	7d539268-815c-4ebd-bb42-70f5039d4c60	Suivi d'oiseaux sauvages par marquage en France - CRBPO - Base de données de baguage et déplacements d'oiseaux de France / Bird ringing and movement database for France. Centre de Recherches sur la Biologie des Populations d'Oiseaux, Muséum National d'Histoire Naturelle, Paris, France. https://crbpo.mnhn.fr/		6068
10.15468/8qybjd	ab47c4a9-4b6a-4d59-b846-899d9420f7d3	CRBPO : STOC, Baguage	HENRY Pierre-Yves N, Inventaire National du Patrimoine Naturel (2019). CRBPO : STOC, Baguage. Version 1.1. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/8qybjd accessed via GBIF.org on 2022-12-14.	5989
10.15468/jnnald	aa6c5ee6-d4d7-4a65-a04f-379cffbf4842	ArtenFinder		5319
10.15468/69ck2f	88a3e4bb-b2e3-4693-a8ba-6334ec1afdb8	The VI national White Stork (Ciconia ciconia) census in Portugal (2014)	Encarnação V., Breves A. (2021): The VI national White Stork (Ciconia ciconia) census in Portugal (2014). v1.2. ICNF - Instituto da Conservação da Natureza e das Florestas. Dataset/Occurrence. http://ipt.gbif.pt/ipt/resource?r=cegonha_branca2014&amp;v=1.2	5065
10.15468/5cjx70	ba19fc1d-670c-426b-b99d-49f003792ac4	RU-BIRDS.RU, Birds observations database from Russia and neighboring regions.  Zoological Museum of M.V. Lomonosov Moscow State University.	Ukolov I, Kalyakin M, Voltzit O (2019). RU-BIRDS.RU, Birds observations database from Russia and neighboring regions.  Zoological Museum of M.V. Lomonosov Moscow State University.. Version 1.4. Lomonosov Moscow State University. Occurrence dataset https://doi.org/10.15468/5cjx70 accessed via GBIF.org on 2022-03-15.	4973
10.15468/sp9mjx	256b9877-cef3-4e8e-84e1-f23299c49655	Données naturalistes opportunistes Faune-France-Données Naturalistes Faune-France 2021 Communes		4853
10.15468/67jkct	6efaa343-80d2-4581-866a-eaa27bf5e352	Vogeltrekstation (NL) - Longterm data on biometrics of ringed birds	van der Jeugd H P, Creuwels J (2023). Vogeltrekstation (NL) - Longterm data on biometrics of ringed birds. Version 1.3. Vogeltrekstation - Dutch Centre for Avian Migration and Demography. Occurrence dataset https://doi.org/10.21373/s5uxaq accessed via GBIF.org on 2023-12-26.	4806
10.15468/7qchk8	3bdd0691-c0af-4b00-92e0-6c51de74932a	Parc naturel régional du Marais poitevin-Réactualisation des ZNIEFF		4767
10.15468/vnwmrx	712dba38-74cc-4704-87c0-63d1bf8484bc	BirdMap Data - GPS tracking of Storks, Cranes and birds of prey, breeding in Northern and Eastern Europe	Adojaan K, Sellis U, Väli Ü, Ojaste I, Denac K, Lõhmus A, Ķuze J. BirdMap Data - GPS tracking of Storks, Cranes and birds of prey, breeding in Northern and Eastern Europe. PlutoF. Occurrence dataset https://doi.org/10.15468/vnwmrx accessed via GBIF.org on 2024-07-16.	4461
10.15468/4fhcd5	8ea87d00-f94e-4221-8f2f-2e9150132361	Ringing or Bird Recapture	Encarnação V, Loureiro A, Afonso B C (2021): Ringing or bird recapture. v1. ICNF - Instituto da Conservação da Natureza e das Florestas. Dataset/Occurrence. http://ipt.gbif.pt/ipt/resource?r=anilhagem_recaptura_aves&amp;v=1.0	4339
10.15468/demggq	e357cdec-295a-4b91-ac7d-abf5fbbc43bb	Données naturalistes opportunistes Faune-France - Données Naturalistes Faune-France 2020 Communes		4220
10.15468/wzbxqb	54594d70-93cf-4bce-8232-f257077bdcc0	Données naturalistes opportunistes Faune-France - Liste des espèces de la faune sauvage observées en 2019 selon le maillage communal français de la base de données naturalistes Faune-France		3778
10.15468/pmodx6	ca435754-9190-4a87-9b2c-c21563898294	CLICNAT- Base de données naturaliste picarde-CLICNAT Base de données naturaliste picarde gérée par Picardie Nature		3742
10.15468/cghs8p	4f70108a-dda7-4e8b-8298-babaee5182c3	Bird Ringing Centre in Sweden (NRM)	Lind J (2025). Bird Ringing Centre in Sweden (NRM). Version 19.24. Swedish Museum of Natural History. Occurrence dataset. https://www.gbif.se/ipt/resource?r=nrm-ringedbirds&v=19.24	3589
10.15468/wkzdf4	1fec2829-4ac0-4329-b448-6f768b8d3427	Données naturalistes opportunistes Faune-France - Liste des espèces de la faune sauvage de la base de données naturalistes Faune-France 2018.		3441
10.15468/nh7jw4	4d29f763-53dd-48ee-935a-d56c1a8673f1	Données issues du portail Sigogne - Bourgogne-Franche-Comté - Données d'observation du groupe taxonomique Oiseaux de la LPO 21-71 et de la LPO 89		3148
10.15470/svos5t	3ccbdf5b-7935-44f9-a7f9-fa3573b8b958	Waterbird census in Spain	SEO/BirdLife, año. Censos de aves acuáticas compilados por SEO/BirdLife. Madrid. SEO/BirdLife, year. waterbird census compiled byaSEO/BirdLife. Madrid. Spain.	3127
10.15468/6kud7x	6ff8b3b0-ef0f-4f79-a310-5a5615c6aa0b	Birda - Global Observation Dataset	White J	2923
10.15468/adtfvf	c779b049-28f3-4daf-bbf4-0a40830819b6	EBCC Atlas of European Breeding Birds	Hagemeyer W, Blair M, Loos W (2016). EBCC Atlas of European Breeding Birds. Version 1.3. European Bird Census Council (EBCC). Occurrence Dataset https://doi.org/10.15468/adtfvf accessed via GBIF.org on 2017-09-08.	2857
10.15468/patvg6	a072ec67-20a3-49b3-bcf2-84d18c0ac17b	Données naturalistes de la ZPS Estuaire et Marais de la Basse Seine (FR2310044) (partie embouchure de la Seine)-Suivi de la Cigogne blanche (OA) - ZPS Estuaire et Marais de la Basse Seine		2839
10.15468/dlblir	c6bbb6ef-ad16-4f3c-99e2-f693760173e0	Estonian Nature Observations Database	Estonian Nature Observations Database	2825
10.15468/rzg9pc	52af34d4-303d-4ce1-8f29-5e9dc26312a6	EDP Baixo Sabor: Land Birds - Construction and Reservoir Filling Phases  (Sabor river valley) [2010-2014]	Mota P, Gomes C, Zina H A, Araújo P M, Oliveira C A, Marques S M, Mendes J D, Múrias, T (2020): EDP Baixo Sabor: Land Birds - Construction and Reservoir Filling Phases  (Sabor river valley) [2010-2014]. v1. EDP - Energias de Portugal. Dataset/Samplingevent. http://ipt.gbif.pt/ipt/resource?r=edp_sabor_landbirds_sabor&amp;v=1.0	2717
10.15468/3kmwvz	66551429-5e35-4848-94f5-b13bcad669a5	SILENE-FAUNE-PACA - CEN_PACA_2017_12_18		2409
10.15468/wnwf23	da076629-fb18-4558-a9c1-6eaa55d69056	Données LPO Réserves Naturelles Nationales - Données des réserves naturelles nationales gérées par la Ligue pour la protection des oiseaux (LPO)		2303
10.15468/f0qd41	23bb2c4c-b027-4eb5-b751-57e5d7ea4af6	Inventario Español de Especies Terrestres (MAGRAMA)	Servicio de Vida Silvestre. Área de Acciones de Conservación. Subdirección General de Medio Natural. Dirección General de Calidad y Evaluación Ambiental y Medio Natural. MAGRAMA (2014). Inventario Español de Especies Terrestres (2014). Dirección General de Calidad y Evaluación Ambiental y Medio Natural. Ministerio de Agricultura, Alimentación y Medio Ambiente.	2087
10.15468/ytmnyf	635f7b02-f762-11e1-a439-00145eb45e9a	Ministerio de Medio Ambiente, y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007, Aves Reproductoras	Ministry of Agriculture, Food and Environment. Ministerio de Medio Ambiente, y Medio Rural y Marino. Dirección General de Medio Natural y Política Forestal. Inventario Nacional de Biodiversidad 2007, Aves Reproductoras. Occurrence Dataset https://doi.org/10.15468/ytmnyf accessed via GBIF.org on 2018-02-06.	2041
10.15470/dijq3a	f3278405-0943-41a0-9f04-3a7733ec344d	Data collected on citizen science web portal www.ornitho.cat	www.ornitho.cat	1800
10.15468/zjbzel	b124e1e0-4755-430f-9eab-894f25a9b59c	Norwegian Species Observation Service	The Norwegian Biodiversity Information Centre ., Hoem S (2025). Norwegian Species Observation Service. Version 1.330. Norwegian Biodiversity Information Centre. Occurrence dataset. https://ipt.artsdatabanken.no/resource?r=speciesobservationsservice2&v=1.330	1732
10.15468/6l4ban	dad6253c-be06-4626-9b95-d48823137ced	Vogeltrekstation (NL) - Historical Data on Timing of Ringing of Nestling Birds	van der Jeugd H P (2022). Vogeltrekstation (NL) - Historical Data on Timing of Ringing of Nestling Birds. Version 1.3. The Netherlands Institute of Ecology (NIOO-KNAW). Occurrence dataset https://doi.org/10.15468/6l4ban accessed via GBIF.org on 2022-03-15.	1621
10.15468/tj0rsp	28646617-3f8e-4910-849e-e3776e3fec78	SILENE-FAUNE-PACA - Amis_des_Marais_du_Vigueirat_2017_12_18		1582
10.15468/unbilk	af0c7238-b6c5-4a4d-9fa7-7fb94516d0bc	Données naturalistes opportunistes Faune-France - Liste des espèces de la faune sauvage de la base de données naturalistes Faune-France 2017.		1566
10.15468/3pf855	c1492854-5d15-40e9-9ee7-24a18ac05112	Biodiversitätsdatenbank Salzburg	Haus der Natur ([year]): Biodiversitätsdatenbank Salzburg, Haus der Natur. Digital Data (GBIF) from the Biodiversity-database, accessed with permission of the Haus der Natur on [date of access].	1497
10.15468/k2yafx	e8a5f09b-ced1-4c7e-b62c-e4d81d243ff4	Observations aléatoires des espaces protégés de la LPO France et de l'OFB - Observations aléatoires | RNN Moëze-Oléron		1497
10.15468/x3m3sq	3b03f113-e3da-41ba-bd98-6f0a3123b8ac	2013_CEN PACA_1		1420
10.15468/ocucid	c4e76595-b467-4f88-8067-b8de661b99c5	Données STOC-EPS		1197
10.15468/ynjblx	857bce66-f762-11e1-a439-00145eb45e9a	ZOBODAT (Zoological Botanical Database)	https://www.zobodat.at/impressum.php	1142
10.15468/79vrjc	4b022c74-5261-4f96-8d4f-b41135e8a308	Observations issues de la base de données naturalistes d'EDEN 62.-Données faune collectées sur les Espaces Naturels Sensibles du Pas-de-Calais jusqu'au 31 décembre 2021.		1136
10.15468/t6scvp	0c5f7cb7-1973-4f0e-994f-dfc69fcabc0e	Common bird monitoring scheme in Bulgaria	Hristov I, Stoychev S, Spasov S, Popgeorgiev G (2024). Common bird monitoring scheme in Bulgaria. Version 1.4. Bulgarian Society for the Protection of Birds. Occurrence dataset. https://cloud.gbif.org/eca/resource?r=cbm_data_bulgaria&v=1.4	1132
10.15468/1daa3s	5aa17427-58c4-4221-bb6c-20ab297d6a02	Synthèse 10x10km de la faune sauvage des Directives Oiseaux et Habitats-Faune-Flore recensée via les portails gérés par la LPO de 2013 à 2017	QUAINTENNE Gwenaël N, BRUGEL Eric N, JOMAT Loïc N, ANDRÉ Mathieu N, CHEVALIER Thomas N, Inventaire National du Patrimoine Naturel (2020). Synthèse 10x10km de la faune sauvage des Directives Oiseaux et Habitats-Faune-Flore recensée via les portails gérés par la LPO de 2013 à 2017. Version 1.1. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/1daa3s accessed via GBIF.org on 2022-12-15.	1107
10.15468/wsvmfr	4921f3f7-0991-49f4-8f56-91e7b9a55bf3	2021_LPO PACA_1		1102
10.15468/6y5acx	a0ee69cf-df3b-44d7-8b14-19c42a1532a0	2022_LPO PACA_16		1065
10.15468/vpyzdq	d4c38e8e-5375-4860-82ab-68dc979da9cd	Ensemble de données récoltées par le Département de la Gironde-Regroupement d'études et inventaires		1026
10.15470/gprffz	52f2051b-c47e-403a-8e32-04b2f2273c20	Aranzadi Ringing Scheme (bird ring-recovery data)	Arizaga Martínez J (2025). Aranzadi Ringing Scheme (bird ring-recovery data). Version 2.32. Aranzadi Science Society. Occurrence dataset. https://doi.org/10.15470/gprffz	1006
10.15468/kx7f6n	acf7b380-2e9d-42d2-b1f8-a802a5e9d90a	2020_LPO PACA_14		964
10.15468/db5mw8	e0876b81-db28-4e44-891e-ae768e6bb9b5	Données Oiseaux des Jardins		954
10.15468/qjmrtx	84c58b60-f762-11e1-a439-00145eb45e9a	Western Palearctic migratory birds in continental Africa	Calabuig I (2013). Western Palearctic migratory birds in continental Africa. Center for Macroecology, Evolution and Climate, University of Copenhagen. Occurrence dataset https://doi.org/10.15468/qjmrtx accessed via GBIF.org on 2020-02-20.	943
10.15468/lj0udq	7f9eb622-c036-44c6-8be9-5793eaa1fa1e	Watervogels - Wintering waterbirds in Flanders, Belgium	Devos K, T'Jollyn F, Brosens D, Desmet P (2025). Watervogels - Wintering waterbirds in Flanders, Belgium. Version 3.14. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/lj0udq accessed via GBIF.org on 2025-09-30.	896
10.15468/cfsvwk	7cb27130-4d5e-44f6-9dc1-7939bc90fdf6	Atlas of the Breeding Birds in Bulgaria	Popgeorgiev G (2024). Atlas of the Breeding Birds in Bulgaria. Version 1.13. Bulgarian Society for the Protection of Birds. Occurrence dataset. https://cloud.gbif.org/eca/resource?r=atlas_breeding_birds_bulgaria_2007&v=1.13	895
10.15468/yb9xwv	75214a8e-445a-4785-857e-5d1e06b9150d	2019_LPO PACA_5		874
10.15468/usm7q9	d95f6b88-211e-474a-a804-0fac5d30ea02	Comptage décadaires oiseaux d'eau des Espaces protégés (LPO France) - Comptage décadaires | RNN Saint-Denis-du-Payré		843
10.15468/jze8f4	3fc29f75-f483-4eea-b545-3fee0c90e229	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Alain Noël		830
10.15468/jclwaz	b4ae1720-1431-49ee-bfeb-8146fc42b1a3	SAFRING: Historical Bird Ringing Records (2005-2009)	Oschadleus D (2015): SAFRING: Historical Bird Ringing Records (2005-2009). v1.1. South African National Biodiversity Institute. Dataset/Occurrence. http://ipt.sanbi.org.za/iptsanbi/resource?r=safring&v=1.1	830
10.15468/saesvn	dde71542-ad2d-4ec7-a93c-eb18bc0f432b	Bird census counts at the Zwin Nature Park	Faveyts W, Cooleman S (2025). Bird census counts at the Zwin Nature Park. Version 1.6. Belgian Biodiversity Platform. Samplingevent dataset. https://ipt.biodiversity.be/resource?r=zwin-park-birds-observations&v=1.6	694
10.15468/auo1jt	40e69efe-e113-4eea-9363-0a8eec54cf38	Comptages Wetlands, dénombrements des oiseaux d'eau à la mi-janvier en France métropolitaine-Comptages Wetlands, dénombrements des Oiseaux d'eau à la mi-janvier en France métropolitaine		693
10.15468/ikshke	f946666e-67dc-4848-9fa8-2162f3559e33	Données d'occurrences Espèces issues de l'inventaire des ZNIEFF		671
10.15468/tvjiql	f5e9bf91-d834-49ed-a58a-78b9cb952b35	Inventaire des oiseaux de France métropolitaine, présence hivernale, 2009-2013 - Oiseaux de France métropolitaine 2009-2013 en période hivernale		657
10.15468/2vzmn3	e7a4db8b-d3b5-461f-97e4-e80d1c56a816	Mutualisation des données naturalistes pour le rapportage Natura2000 en 2017-Synthèse 10x10km de la faune sauvage des Directives Oiseaux et Habitats-Faune-Flore recensée de 2013 à 2017		587
10.15468/emmc2q	f353b279-77f7-459a-847e-fcd27e17632e	II Atlas of nesting birds - target species (1999-2005)	Silva J P, Encarnação V, Almeida J, Messina T (2021): II Atlas of nesting birds - target species (1999-2005). v1.4. ICNF - Instituto da Conservação da Natureza e das Florestas. Dataset/Occurrence. http://ipt.gbif.pt/ipt/resource?r=atlas_birds_spptarget&amp;v=1.4	587
10.15468/vwtjvw	906b2d3f-dbd7-4c5c-acfc-c572c35c2b5a	SILENE-FAUNE-PACA - Réserve_Naturelle_de_Camargue_2017_12_18		570
10.15468/nnw2xy	cba362bc-aab5-4ad2-9d72-d3498851e53f	SILENE-FAUNE-PACA - Tour_du_Valat_2017_12_18		568
10.15468/aj2cbe	d836d73a-5686-44ff-9cc4-86fffa53bac2	Birds Distribution from the Birds Directive 2008-2012 RN2000	Franco C, Almeida J, Leitão D, Sousa A F, Melo R, Barreto D, Sepúlveda Monteiro P, Cardoso A C, Monteiro A, Carrapato C, Cruz C, Godinho C, Pacheco C, Gonçalves D, Rodrigues D, Moniz F, GTAN G D T E A N, Catry I, Ramos J, Silva J P, Neto J, Costa L, Palma L, Reino L, Morais L, Nunes M, Onofre N, Travassos P, Rocha P, Marinho P, Lopes R, Tomé R, Cangarato R, Rufino R, Dias S, Encarnação V, Tomás D (2021): Birds Distribution from the Birds Directive 2008-2012 RN2000. v1. ICNF - Instituto da Conservação da Natureza e das Florestas. Dataset/Occurrence. http://ipt.gbif.pt/ipt/resource?r=birds_distribution_from_the_birds_directive_2008-2012&amp;v=1.0	567
10.15468/8g59qn	05b014e5-186a-48b3-9158-a1d908221a62	Birds Distribution from the Birds Directive (2013-2018)	Pimenta T, Reis M, Almeida J, da Costa L (2021): Birds Distribution from the Birds Directive (2013-2018). v1.1. ICNF - Instituto da Conservação da Natureza e das Florestas. Dataset/Occurrence. http://ipt.gbif.pt/ipt/resource?r=dir_aves_2013_2018&amp;v=1.1	563
10.15468/gitoa1	8642bfd0-f762-11e1-a439-00145eb45e9a	INATURA	inatura - Erlebnis Naturschau Dornbirn. inatura - Erlebnis Naturschau Dornbirn. Occurrence dataset https://doi.org/10.15468/gitoa1 accessed via GBIF.org on 2025-05-23.	554
10.15468/ur0vnh	d19c0287-15ee-45fd-b810-d30e8026a785	Batumi Raptor Count (BRC) - Autumn migration data	Wehrmann J, de Boer F, Vansteelant W, Creuwels J (2020). Batumi Raptor Count (BRC) - Autumn migration data. Version 1.6. Batumi Raptor Count. Sampling event dataset https://doi.org/10.15468/ur0vnh accessed via GBIF.org on 2022-03-15.	551
10.15468/te1t6l	b84a3711-b4ca-4e4f-adac-80dfaea98d1c	Hatikka.fi observations		549
10.15468/3hv86k	008815d5-eb13-4ea2-957e-bd35e2769e66	Rapportage 2013-2018 au titre de la directive Oiseaux - Données de synthèse Oiseaux nicheurs issues du rapportage au titre de la directive Oiseaux - période 2013-2018		545
10.15468/pmm5fn	33fc4df2-3342-4612-a842-30f1caa330ac	2015_Réserve Naturelle de Camargue_3		511
10.15468/wzd5n8	d52f20c1-ee9a-46e4-a517-32c62cc7396c	Import données Baznat oiseaux		507
10.15468/5cpovj	9beef4fb-e3dd-475a-be95-45d2105b32bd	Threatened species occurrences, Denmark 1991-2015	Buchwald E C (2018). Threatened species occurrences, Denmark 1991-2015. Version 1.4. Danish Nature Agency. Occurrence dataset https://doi.org/10.15468/5cpovj accessed via GBIF.org on 2020-02-20.	483
10.15468/k7okvx	85877766-f762-11e1-a439-00145eb45e9a	VerteCAT: Banco de datos de vertebrados de Cataluña	FERRER, XAVIER (fechade consulta). Mòdul Vertebrats. Banc de Dades de Biodiversitat de Catalunya. Generalitat de Catalunya i Universitat de Barcelona. http://biodiver.bio.ub.es/biocat/homepage.html	477
10.15468/2lrl79	1cd0cb6d-d8ab-4e4c-9672-70d22fec96b3	Kenya Bird Map (Full protocol and Adhoc records)		471
10.15468/pn35mt	6ce12075-eb4b-455a-a66b-34007c2ed6ca	Données naturalistes de la ZPS Estuaire et Marais de la Basse Seine (FR2310044) (partie embouchure de la Seine)-Observations avifaunistiques opportunistes (OA) - ZPS Estuaire et Marais de la Basse Seine		464
10.15468/snvauq	d3130e9c-8587-4545-baea-6e72876bb50c	Programme CarNET B (Cartographie Nationale des Enjeux Territorialisés de Biodiversité Remarquable) - Carnet B Lorraine		451
10.15470/jpxois	9cee82bd-8963-4118-a38d-109e2a613ce2	Ornitho.eus	Iturribarria M, Arizaga J (2018). Ornitho.eus. Version 2.7. Aranzadi Science Society. Occurrence dataset https://doi.org/10.15470/jpxois accessed via GBIF.org on 2021-07-19.	433
10.15468/tgap4x	017f23ba-bf04-4eb7-a076-04ab2e5de250	ONF - Observations et inventaires MOA ONF-ONF - Observations opportunistes et inventaires		428
10.15468/x8rd8z	db900171-f0ce-4cba-a0d3-f972e5cf3775	Observations aléatoires des espaces protégés de la LPO France et de l'OFB - Observations aléatoires | RNN Saint-Denis-du-Payré		417
